codigo;loja;nome;N Fantasia;endereco;complemento;bairro;uf;codigo_municipio;municipio;cep;pais;cnpj_cpf;ins_estadual;latitude;longitude;vendedor;rede;regiao
1899;67;SENDAS DISTRIBUIDORA S/A;ASSAI LUIS ANSELMO;AV ANTONIO CARLOS MAGALHAES 001400;;LUIS ANSELMO;BA;27408;SALVADOR;40260-700;105;06.057.223/0552-35;193.972.607;-12.985.645;-384.665.755;Nixon;Assai;Brotas e regiao
2;38;ATACADAO S.A;ATAC CAMACARI;V PARAFUSO (ANTIGA BA-535);;POLO PETROQUIMICO;BA;5701;CAMACARI;42810-200;105;75.315.333/0165-36;117480207;-126.945.472;-383.067.782;Nixon;Atacadao;Camacari e regiao
213;13;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO CAMACARI;JD LIMOEIRO S/N;;LIMOEIRO;BA;5701;CAMACARI;42800-681;105;73.849.952/0013-91;140.557.666;-127.073.296;-383.231.594;Ricardo;Atakarejo;Camacari e regiao
213;16;ATAKAREJO ITACIMIRIM;ATAKAREJO ITACIMIRIM;ROD RODOVIA BA 099 DO COCO SN;KM 64;ITACIMIRIM (MONTE GORDO);BA;5701;CAMACARI;42840-660;105;73.849.952/0031-73;180.419.133;-122.701.519;-378.763.488;Ricardo;Atakarejo;Camacari e regiao
82;86;CENCOSUD BRASIL COMERCIAL LTDA.;GBARBOSA CAMACARI;VIA DE LIGACAO CAMACARI S/N;;POLO PETROQUIMICO;BA;5701;CAMACARI;42810-260;105;39.346.861/0379-10;102.946.189;-126.525.076;-383.032.273;Vinicius;Gbarbosa;Camacari e regiao
82;48;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-274-GUARAJUBA;RODOVIA BA 099,KM 42 S/N;;GUARAJUBA;BA;5701;CAMACARI;42827-000;105;39.346.861/0415-18;103.870.056;-126.424.508;-380.735.142;Vinicius;Gbarbosa;Camacari e regiao
2613;22;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA GUARAJUBA (MONTE GORDO);ROD BA 099 ESTRADA DO COCO KM 42;TERRENO;GUARAJUBA (MONTE GORDO);BA;5701;CAMACARI;42840-310;105;02.212.937/0030-90;168988933;-122.701.519;-378.763.488;Ricardo;Hiperideal;Camacari e regiao
1899;35;SENDAS DISTRIBUIDORA S/A;ASSAI CAMACARI;AVENIDA JORGE AMADO;LOTE 02 A;INDUSTRIAL;BA;5701;CAMACARI;42800-311;105;06.057.223/0383-06;152.922.810;-127.064.202;-383.174.187;Nixon;Assai;Camacari e regiao
203;2;UNIMAR SUPERMERCADO E ATACADO LTDA;HIPER UNIMAR AREMBEPE;R ALTO DA CONCEICAO SN;;AREMBEPE (ABRANTES);BA;5701;CAMACARI;42830-570;105;07.896.520/0005-05;166.387.904;-127.001.932;-38.325.345;Nixon;Unimar;Camacari e regiao
203;3;UNIMAR SUPERMERCADO E ATACADO LTDA;HIPER UNIMAR PARQUE NASC DA CAPIVARA;R DOM PEDRO 1 SN;QUADRA LOTE 08;PARQUE NASC DA CAPIVARA;BA;5701;CAMACARI;42800-970;105;07.896.520/0003-35;158.767.411;-127.197.107;-3.833.507;Nixon;Unimar;Camacari e regiao
203;1;UNIMAR SUPERMERCADO LTDA;HIPER UNIMAR BARRA DO POJUCA;R FILOGONIO DE OLIVEIRA 141;;BARRA DO POJUCA;BA;5701;CAMACARI;42825-000;105;07.896.520/0001-73;68554400;-127.001.932;-38.325.345;Nixon;Unimar;Camacari e regiao
48;17;WMS SUPERMERCADOS DO BRASIL LTDA.;ATAC CAMACARI CENTRO;AV DEPUTADO LUIS EDUARDO MAGALHAES;;CENTRO;BA;5701;CAMACARI;42800-071;105;93.209.765/0500-50;166.374.042;-127.036.221;-383.219.949;Nixon;Atacadao;Camacari e regiao
48;26;WMS SUPERMERCADOS DO BRASIL LTDA.;ATACADAO;RODOVIA BA 535  VIA PARAFUSO S/N;;INDUSTRIAL;BA;5701;CAMACARI;42800-937;105;93.209.765/0550-19;211956538;-127.149.176;-383.038.186;Nixon;Atacadao;Camacari e regiao
3081;3;TRIELO COMERCIO EXPORTACAO E IMPORTACAO DE ALIMENTOS LTDA;TRIELO CEASA BA;ROD. BA 526, Nº 1, BOX 15/16, GALPAO 05;;CEASA;BA;27408;SALVADOR;41404-000;105;44.459.499/0003-37;191217804;-12.842.191;-38.362.724;Trielo;Trielo;Ceasa Salvador
213;18;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO CD VITORIA DA CONQUISTA;ROD BR 116 830;;AYRTON SENNA;BA;33307;VITORIA DA CONQUISTA;45058-000;105;73.849.952/0050-36;220.842.714;-148.403.406;-408.440.732;Ricardo;Atakarejo;Conquista e regiao
213;23;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO VITORIA DA CONQUISTA;AVENIDA OLIVIA FLORES SN;;CANDEIAS;BA;33307;VITORIA DA CONQUISTA;45028-100;105;73.849.952/0036-88;202.731.366;-148.700.206;-40.820.303;Ricardo;Atakarejo;Conquista e regiao
213;24;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO QUINTAS DO MORUMBI;AVENIDA DAS PALMEIRAS S/N;;QUINTAS DO MORUMBI;BA;16401;ITAPETINGA;45700-000;105;73.849.952/0046-50;216.572.944;-152.491.268;-402.563.573;Ricardo;Atakarejo;Conquista e regiao
213;26;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BE;AVENIDA PRESIDENTE JOAO GOULART 171;;CENTRO;BA;18001;JEQUIE;45200-070;105;73.849.952/0028-78;174.964.200;-138.645.323;-4.007.884.689.999.990;Ricardo;Atakarejo;Conquista e regiao
82;30;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 112 VITORIA DA CONQUISTA;AV.OLIVIA FLORES S/N;;CANDEIAS;BA;33307;VITORIA DA CONQUISTA;45028-100;105;39.346.861/0144-64;87.989.892;-148.700.206;-40.820.303;Vinicius;Gbarbosa;Conquista e regiao
82;39;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-139-VITORIA DA CONQUISTA;AV.JURACI MAGALHAES 3340;;centro;BA;33307;VITORIA DA CONQUISTA;45023-490;105;39.346.861/0196-95;19.674.265;-14.861.851;-408.446.183;Vinicius;Gbarbosa;Conquista e regiao
82;44;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-154 - JEQUIEZINHA;AV CESAR BORGES 212 ANEXO 01;;JEQUIEZINHA;BA;18001;JEQUIE;45200-970;105;39.346.861/0261-28;13.504.656;-138.595.802;-400.747.903;Vinicius;Gbarbosa;Conquista e regiao
82;45;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-156 -JEQUIE;PRACA DA BANDEIRA S/N;;CENTRO;BA;18001;JEQUIE;45200-310;105;39.346.861/0263-90;13.504.872;-138.594.023;-400.799.111;Vinicius;Gbarbosa;Conquista e regiao
82;46;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-158-JEQUIE;RUA FRANCISCO AMEIRA;;CENTRO;BA;18001;JEQUIE;45200-090;105;39.346.861/0265-51;13.505.231;-138.619.868;-400.791.708;Vinicius;Gbarbosa;Conquista e regiao
2459;49;MATEUS SUPERMERCADOS S.A.;MATEUS VITORIA DA CONQUISTA;AV JURACY MAGALHAES 701;;BOA VISTA;BA;33307;VITORIA DA CONQUISTA;45026-090;105;03.995.515/0244-22;189.370.255;-148.736.855;-408.444.675;Ricardo;Mateus;Conquista e regiao
6049;2;MULTICOM ATACADO E VAREJO S/A;ECONOMART VITORIA DA CONQUISTA;AVENIDA BRUMADO 2295;;BATEIAS;BA;33307;VITORIA DA CONQUISTA;45052-000;105;28.548.486/0014-30;194.507.387;-148.481.864;-4.086.979.040.000.000;Nixon;Economart;Conquista e regiao
6049;3;MULTICOM ATACADO E VAREJO S/A;ECONOMART JEQUIE;AVENIDA GOVERNADOR LOMANTO JUNIOR 1981;;JOAQUIM ROMAO;BA;18001;JEQUIE;45200-565;105;28.548.486/0021-60;208.394.013;-138.624.059;-400.986.925;Nixon;Economart;Conquista e regiao
1899;12;SENDAS DISTRIBUIDORA;ASSAI VITORIA CONQUISTA;AVENIDA ANEL DE CONTORNO SN;;FELICIA;BA;33307;VITORIA DA CONQUISTA;45055-686;105;06.057.223/0317-27;131807514;-148.468.299;-408.867.026;Nixon;Assai;Conquista e regiao
1899;15;SENDAS DISTRIBUIDORA;ASSAI JEQUIE;AVENIDA CESAS BORGES SN;PARTE1;SAO JUDAS TADEU;BA;18001;JEQUIE;45203-830;105;06.057.223/0313-01;131656891;-138.510.437;-400.724.249;Antonio;Assai;Conquista e regiao
1456;12;ARMAZEM MATEUS S.A.;MATEUS CD - FEIRA DE SANTANA/BA;ROD BA 502 SN;;BOA HORA;BA;29305;SAO GONCALO DOS CAMPOS;44330-000;105;23.439.441/0058-25;203.844.342;-124.023.581;-389.553.069;Ricardo;Mateus;Feira e regiao
2;28;ATACADAO S.A;ATAC FEIRA SANTANA;AV EDUARDO FROES DA MOTA 5500;;MORADA DAS ARVORES;BA;10800;FEIRA DE SANTANA;44021-210;105;75.315.333/0066-54;76229052;-122.314.741;-389.736.546;Nixon;Atacadao;Feira e regiao
2;70;ATACADAO S.A.;ATACADAO SUBAE;AV DEPUTADO LUIS EDUARDO MAGALHAES SN;;SUBAE;BA;10800;FEIRA DE SANTANA;44079-002;105;75.315.333/0191-28;133.521.087;-123.128.495;-388.895.354;Nixon;Atacadao;Feira e regiao
213;19;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO FEIRA BARAUNA;AVENIDA JOSE FALCAO DA SILVA 150;;BARAUNA;BA;10800;FEIRA DE SANTANA;44020-122;105;73.849.952/0016-34;144.638.888;-12.240.353;-389.639.392;Ricardo;Atakarejo;Feira e regiao
213;25;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO  SAO GONCALO DOS CAMPOS;AVENIDA JOSE CARLOS DE LACERDA S/N;;LUIZ EDUARDO MAGALHAES;BA;29305;SAO GONCALO DOS CAMPOS;44330-000;105;73.849.952/0047-30;216.573.079;-124.227.839;-389.504.993;Ricardo;Atakarejo;Feira e regiao
213;39;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO FEIRA MANGABEIRA;RUA EUNAPOLIS S/N;;MANGABEIRA;BA;10800;FEIRA DE SANTANA;44056-684;105;73.849.952/0057-02;227.985.340;-122.125.336;-389.440.434;Ricardo;Atakarejo;Feira e regiao
213;40;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO  FEIRA SIM;AVENIDA FERNANDO PINTO DE QUEIROZ S/N;;SIM;BA;10800;FEIRA DE SANTANA;44085-620;105;73.849.952/0059-74;228.338.707;-122.515.076;-389.147.001;Ricardo;Atakarejo;Feira e regiao
6007;1;CARAVELAS COMERCIAL DE ALIMENTOS LTDA;CARAVELAS COMERCIAL DE ALIMENTOS LTDA;RUA MARECHAL DEODORO 240;;CENTRO;BA;10800;FEIRA DE SANTANA;44002-064;105;00.291.853/0001-20;29.207.325;-122.574.574;-389.663.903;Ricardo;Outros;Feira e regiao
82;15;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 015 FEIRA DE SANTANA;RUA VASCO FILHO S/N;;CENTRO;BA;10800;FEIRA DE SANTANA;44025-290;105;39.346.861/0048-25;56.626.465;-122.638.511;-389.577.819;Vinicius;Gbarbosa;Feira e regiao
82;16;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 016 FEIRA DE SANTANA;RUA BARAO DE COTEGIPE, 1106;;CENTRO;BA;10800;FEIRA DE SANTANA;44025-030;105;39.346.861/0070-93;65.936.960;-122.543.602;-389.624.156;Vinicius;Gbarbosa;Feira e regiao
82;17;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 017 FEIRA DE SANTANA;RUA MARECHAL DEODORO,245;;CENTRO;BA;10800;FEIRA DE SANTANA;44010-250;105;39.346.861/0047-44;56.626.357;-122.576.179;-389.672.959;Vinicius;Gbarbosa;Feira e regiao
82;19;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 029 CIDADE NOVA;AV.EDUARDO FROES DA MOTA,6281;;CIDADE NOVA;BA;10800;FEIRA DE SANTANA;44030-730;105;39.346.861/0091-18;73.286.576;-122.689.365;-38.988.181;Vinicius;Gbarbosa;Feira e regiao
82;25;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 074 SOBRADINHO;R.DR ARIOVALDO DE CARVALHO 780;;SOBRADINHO;BA;10800;FEIRA DE SANTANA;44020-010;105;39.346.861/0111-04;77.013.096;-122.376;-389.627.752;Vinicius;Gbarbosa;Feira e regiao
82;26;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 076 TOMBA;RUA COMENDADOR GOMES S/N;;TOMBA;BA;10800;FEIRA DE SANTANA;44064-000;105;39.346.861/0113-68;77.013.310;-122.938.781;-389.500.832;Vinicius;Gbarbosa;Feira e regiao
82;40;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-143 - FEIRA DE SANTANA;AV GOV JOAO DE CARNEIRO 970;;n.brasilia;BA;10800;FEIRA DE SANTANA;44088-031;105;39.346.861/0206-00;12.598.212;-12.265.551;-38.953.088;Vinicius;Gbarbosa;Feira e regiao
82;41;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-144 - FEIRA DE SANTANA;AV GETULIO VARGAS 523;;CENTRO;BA;10800;FEIRA DE SANTANA;44001-525;105;39.346.861/0207-82;12.598.320;-12.255.796;-3.896.049.989.999.990;Vinicius;Gbarbosa;Feira e regiao
82;42;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-145 - FEIRA DE SANTANA;AV JOSE FALCAO DA SILVA 150;;QUEIMADINHA;BA;10800;FEIRA DE SANTANA;44050-512;105;39.346.861/0208-63;12.598.654;-12.240.353;-389.639.392;Vinicius;Gbarbosa;Feira e regiao
6041;1;ROSELLY FERREIRA SALES DA SILVA LTDA;ROSELLY FERREIRA SALES DA SILVA LTDA;RUA JUVENCIO ERUDILHO SN;;CENTRO;BA;27408;SALVADOR;44002-528;105;12.138.732/0003-93;203.518.975;-122.503.479;-389.708.302;Vinicius;Outros;Feira e regiao
82;51;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-315-SERRINHA;RUA LAURO MOTA, SN;;GINASIO;BA;30501;SERRINHA;48700-000;105;39.346.861/0446-14;109277725;-116.679.197;-390.032.473;Vinicius;Gbarbosa;Feira e regiao
1600;1;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS S;DIST SAO ROQUE STA MONICA;AV EDUARDO FROES DA MOTA;;SANTA MONICA;BA;10800;FEIRA DE SANTANA;44078-015;105;03.705.630/0001-50;53234111;-122.640.669;-389.327.779;Vinicius;Sao Roque;Feira e regiao
1600;2;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;DIST SAO ROQUE CENTRO;R CASTRO ALVES 1473;;CENTRO;BA;10800;FEIRA DE SANTANA;44001-184;105;03.705.630/0002-30;65.232.825;-12.253.787;-389.610.589;Vinicius;Sao Roque;Feira e regiao
1600;3;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;DIST SAO ROQUE  MANGABEIRA;AV FRANCISCO FRAGA MAIA SN;;MANGABEIRA;BA;10800;FEIRA DE SANTANA;44056-232;105;03.705.630/0004-00;96.631.649;-122.188.666;-389.517.577;Vinicius;Sao Roque;Feira e regiao
1600;4;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;DIST SAO ROQUE CALUMBI;R TOME DE SOUZA 259;;CALUMBI;BA;10800;FEIRA DE SANTANA;44008-405;105;03.705.630/0011-21;183.298.450;-122.554.311;-389.758.896;Vinicius;Sao Roque;Feira e regiao
1600;5;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;DIST SAO ROQUE SIM;AV ARTEMIA PIRES FREITAS CN;;SIM;BA;10800;FEIRA DE SANTANA;44085-370;105;03.705.630/0005-83;9.958.135;-122.462.905;-389.167.333;Vinicius;Sao Roque;Feira e regiao
1600;6;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;DIST SAO ROQUE STO ESTEVAO;AVENIDA GETULIO VARGAS 197;;CENTRO;BA;28802;SANTO ESTEVAO;44190-000;105;03.705.630/0015-55;211.680.039;-124.329.155;-392.489.784;Vinicius;Sao Roque;Feira e regiao
1600;7;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;DIST SAO ROQUE CONCEICAO;RUA CALAMAR 267;;CONCEICAO;BA;10800;FEIRA DE SANTANA;44065-104;105;03.705.630/0013-93;211.679.860;-122.337.558;-389.414.165;Vinicius;Sao Roque;Feira e regiao
1600;8;DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA;SAO ROQUE ARTEMIA PIRES;AVENIDA ARTEMIA PIRES FREITAS 9000;;SIM;BA;10800;FEIRA DE SANTANA;44085-370;105;03.705.630/0014-74;211.679.978;-122.467.009;-389.049.844;Vinicius;Sao Roque;Feira e regiao
2613;31;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL FEIRA DE SANTANA;AVENIDA NOIDE FERREIRA DE CERQUEIRA S/N;;LAGOA SALGADA;BA;10800;FEIRA DE SANTANA;44082-225;105;02.212.937/0042-24;216.851.764;-122.737.024;-389.022.473;Ricardo;Hiperideal;Feira e regiao
2459;D6;MATEUS SUPERMERCADOS S.A.;MIX MATEUS;AVENIDA EDUARDO FROES DA MOTA SN;;CASEB;BA;10800;FEIRA DE SANTANA;44052-151;105;03.995.515/0335-02;223.300.361;-122.252.248;-389.472.852;Ricardo;Mateus;Feira e regiao
6049;1;MULTICOM ATACADO E VAREJO S/A;ECONOMART FEIRA DE SANTANA;RUA PASSO ALEGRE S/N;;LAGOA SALGADA;BA;10800;FEIRA DE SANTANA;44082-150;105;28.548.486/0024-02;217.398.226;-122.597.248;-389.238.804;Nixon;Economart;Feira e regiao
6049;6;MULTICOM ATACADO E VAREJO S/A;ECONOMART SANTO ANTONIO;AVENIDA COSME E DAMIAO 555;;ANDAIA;BA;28703;SANTO ANTONIO DE JESUS;44434-040;105;28.548.486/0029-17;229.648.036;-129.780.981;-392.830.099;Nixon;Economart;Feira e regiao
1899;13;SENDAS DISTRIBUIDORA;ASSAI FEIRA SOBRADINHO;AVENIDA EDUARDO FROES DE MOTA  SN;;SOBRADINHO;BA;10800;FEIRA DE SANTANA;44021-215;105;06.057.223/0314-84;131694439;-122.318.182;-389.562.246;Nixon;Assai;Feira e regiao
1899;41;SENDAS DISTRIBUIDORA S/A;ASSAI CIDADE NOVA;AV LOMANTO JUNIOR MARGEM BR 116 SN;;CIDADE NOVA;BA;30501;SERRINHA;48700-000;105;06.057.223/0406-37;162.235.030;-116.721.303;-389.981.805;Nixon;Assai;Feira e regiao
1899;75;SENDAS DISTRIBUIDORA S/A;ASSAI TOMBA;AV EDUARDO FROES DA MOTA 2500;;TOMBA;BA;10800;FEIRA DE SANTANA;44090-156;105;06.057.223/0451-91;178197353;-122.862.153;-389.528.391;Nixon;Assai;Feira e regiao
47;12;WMB SUPERMERCADOS DO BRASIL LTDA.;SAMS FEIRA DE SANTANA;RUA CORONEL JOSE PINTO DOS SANTOS S/N;S/N;SAO JOAO;BA;10800;FEIRA DE SANTANA;44051-568;105;00.063.960/0600-04;213.090.131;-122.473.288;-389.508.014;Vinicius;Sams;Feira e regiao
OV067M;1;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO NOSSA SENHORA;RUA FRANCISCO VIEIRA DOS SANTOS 86;;JOVIANO BARBOSA;SE;4458;NOSSA SENHORA APARECIDA;49680-000;105;73.849.952/0051-17;27.223.761-2;-10.213.432;-374.228.367;Ricardo;Atakarejo;Gloria e regiao
213;43;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO NOSSA SENHORA DA GLORIA;RUA FRANCISCO VIEIRA DOS SANTOS 86;;JOVIANO BARBOSA;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;73.849.952/0051-17;27.223.761-2;-102.121.735;-374.205.748;Ricardo;Atakarejo;Gloria e regiao
4586;1;KI DISTRIBUIDORA LTDA;KI DISTRIBUIDORA E ATACADO;RODOVIA JUSCELINO KUBITSCHEK S/N;;ZONA RURAL;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;43.506.193/0001-60;27.179.394-5;-102.169.252;-374.270.304;Vinicius;Outros;Gloria e regiao
2459;96;MATEUS SUPERMERCADOS S.A.;MIX MATEUS DA GLORIA;RUA PADRE JOSE  DE ANCHIETA SN;;PORTAL DO SERTAO;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;03.995.515/0271-03;27.188.710-9;-102.239.694;-374.168.322;Ricardo;Mateus;Gloria e regiao
2997;2;SUPERMERCADO SAO LUCAS LTDA;SUPERMERCADO NUNES PEIXOTO NOVO HORIZONT;RUA MONTE ALEGRE  N 78;;NOVO HORIZONTE;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;13.152.186/0002-27;271029609;-101.906.514;-374.561.603;Vinicius;Sao Lucas;Gloria e regiao
213;17;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO ILHA;RODOVIA BA 001 8765;;COROA;BA;33208;VERA CRUZ;44470-000;105;73.849.952/0034-16;186650482;-129.979.845;-386.403.202;Ricardo;Atakarejo;Ilha Itaparica
213;20;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO ILHEUS;AVENIDA TANCREDO NEVES SN;;OLIVENCA;BA;13606;ILHEUS;45660-500;105;73.849.952/0042-26;214.063.932;-148.328.737;-390.279.044;Ricardo;Atakarejo;Ilheus e regiao
82;43;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-151 - ILHEUS;AV LOMANTO JUNIOR 786;;CENTRO;BA;13606;ILHEUS;45654-000;105;39.346.861/0211-69;12.808.263;-148.102.665;-390.361.481;Vinicius;Gbarbosa;Ilheus e regiao
2459;D7;MATEUS SUPERMERCADOS S.A.;MIX MATEUS BOA VISTA;AVENIDA MILTON SANTOS 1904;;BOA VISTA;BA;13606;ILHEUS;45652-565;105;03.995.515/0323-60;216.513.219;-147.893.744;-390.399.724;Ricardo;Mateus;Ilheus e regiao
82;28;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 104 VALENCA;AV.INDL MARITA ALMEIDA S/N;;CENTRO;BA;32903;VALENCA;45400-000;105;39.346.861/0136-54;84.248.482;-133.674.718;-39.075.867;Vinicius;Gbarbosa;Ilheus e regiao
213;27;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO SAO CAETANO;AVENIDA PRINCESA ISABEL SN;;SAO CAETANO;BA;14802;ITABUNA;45607-003;105;73.849.952/0035-05;202.731.258;-148.088.875;-392.750.517;Ricardo;Atakarejo;Ilheus e regiao
213;34;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO ITABUNA;RUA B SN;;NOVA CALIFORNIA;BA;14802;ITABUNA;45604-400;105;73.849.952/0043-07;214.064.067;-147.659.265;-392.587.181;Ricardo;Atakarejo;Ilheus e regiao
2459;98;MATEUS SUPERMERCADOS S.A.;MATEUS ITABUNA;RODOVIA BR 415 SN;;PARQUE VERDE;BA;14802;ITABUNA;45604-811;105;03.995.515/0282-58;203.268.450;-148.132.756;-392.965.626;Ricardo;Mateus;Ilheus e regiao
6049;7;MULTICOM ATACADO E VAREJO S/A;ECONOMART  ITABUNA;AVENIDA IBICARAI S/N;;NOVA ITABUNA;BA;14802;ITABUNA;45611-000;105;28.548.486/0030-50;232.811.210;-148.318.099;-39.319.847;Nixon;Economart;Ilheus e regiao
213;45;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO ITABAINA;AVENIDA NIVALDA LIMA FIGUEIREDO 867;;ANIZIO AMANCIO DE OLIVEIRA;SE;2908;ITABAIANA;49503-396;105;73.849.952/0058-93;272283894;-106.923.825;-374.219.273;Ricardo;Atakarejo;Itabaiana e regiao
1899;44;SENDAS DISTRIBUIDORA S/A;ASSAI PORTO;AV EDUARDO PAIXAO ROCHA 1667;;PORTO;SE;2908;ITABAIANA;49510-190;105;06.057.223/0364-43;27.158.258-8;-106.974.399;-374.290.318;Nixon;Assai;Itabaiana e regiao
2997;1;SUPERMERCADO SAO LUCAS LTDA;SUPERMERCADO NUNES PEIXOTO CENTRO;PC JOAO PESSOA 99;;CENTRO;SE;2908;ITABAIANA;49500-070;105;13.152.186/0001-46;27.057.989-3;-106.870.929;-374.277.537;Vinicius;Sao Lucas;Itabaiana e regiao
4236;1;COMERCIAL DE ALIMENTOS FLOR DA CHAPADA LTDA;COM DE ALIMENTOS FLOR DA CHAPADA;PC FLAVIO SILVANY 162;;CENTRO;BA;14703;ITABERABA;46880-000;105;03.451.160/0001-45;52.529.593;-125.314.716;-40.307.395;Ricardo;Outros;Itaberaba e regiao
6020;1;J MASCARENHAS ASSIS LTDA;SUPERMERCADO JL;RUA MANOEL FLORENCIO 434;;SAO JOAO;BA;14703;ITABERABA;46880-000;105;05.743.186/0001-92;59.899.578;-125.345.674;-402.999.364;Ricardo;Outros;Itaberaba e regiao
5095;1;SUPERMERCADO JHONES LTDA;SUPERMERCADO JHONES;AVENIDA MEDEIROS NETO 258;Nº 258 TERREO;CENTRO;BA;14703;ITABERABA;46880-000;105;04.462.862/0001-97;55417080;-12.530.364;-40.311.245;Ricardo;Outros;Itaberaba e regiao
2;26;ATACADAO S.A;ATAC LAURO FREITAS;AV SANTOS DUMONT SN;;LAURO DE FREITAS;BA;19207;LAURO DE FREITAS;42700-000;105;75.315.333/0052-59;64111216;-128.882.716;-383.218.659;Nixon;Atacadao;Lauro e regiao
213;2;ATAKAREJO DIST DE ALIMENTOS E BEBIDAS EI;ATAKAREJO LAURO;AV SANTOS DUMONT 5772;;ESTRADA DO COCO;BA;19207;LAURO DE FREITAS;42700-000;105;73.849.952/0003-10;77593840;-128.772.914;-383.086.794;Ricardo;Atakarejo;Lauro e regiao
1647;8;BOMPRECO BAHIA SUPERMERCADOS LTDA;BIG BOMPRECO PORTAO;AV SANTOS DUMONT 7650;PORTAO;LAURO DE FREITAS;BA;19207;LAURO DE FREITAS;42700-130;105;97.422.620/0068-68;50807172;-128.971.203;-383.298.367;Vinicius;Bompreco;Lauro e regiao
82;11;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 108 LAURO DE FREITAS;AV LUIS TARQUINIO 1686;;CENTRO;BA;19207;LAURO DE FREITAS;42700-000;105;39.346.861/0143-83;87892394;-128.859.526;-383.089.088;Vinicius;Gbarbosa;Lauro e regiao
208;2;COAGELI - COMERCIAL DE GENEROS ALIMENTICIOS LTDA;COAGELI LJ 2 CENTRO;PC MARTINIANO MAIA. 93;;CENTRO;BA;19207;LAURO DE FREITAS;42702-720;105;07.348.911/0002-34;149362221;-128.958.585;-383.233.859;Vinicius;Redemix;Lauro e regiao
